,vol_20_day
2011-01-31 00:00:00,0.09934929005313123
2011-02-01 00:00:00,0.10211594792671828
2011-02-02 00:00:00,0.11050606337145562
2011-02-03 00:00:00,0.1109386044515512
2011-02-04 00:00:00,0.11008281511683289
2011-02-07 00:00:00,0.10954897254308736
2011-02-08 00:00:00,0.1100070759510337
2011-02-09 00:00:00,0.10973384270603338
2011-02-10 00:00:00,0.11070745317864933
2011-02-11 00:00:00,0.10752452524699223
2011-02-14 00:00:00,0.1080130365604878
2011-02-15 00:00:00,0.10614917933292976
2011-02-16 00:00:00,0.10747197153741572
2011-02-17 00:00:00,0.10026747976243623
2011-02-18 00:00:00,0.09944546164374775
2011-02-22 00:00:00,0.09945010110143587
2011-02-23 00:00:00,0.1264102077852406
2011-02-24 00:00:00,0.12898773168830763
2011-02-25 00:00:00,0.12853552142865915
2011-02-28 00:00:00,0.13341642350346888
2011-03-01 00:00:00,0.11537805566316629
2011-03-02 00:00:00,0.13120703908234305
2011-03-03 00:00:00,0.11866053706568618
2011-03-04 00:00:00,0.13273682206962892
2011-03-07 00:00:00,0.13614395477222355
2011-03-08 00:00:00,0.13914991681151379
2011-03-09 00:00:00,0.1408757156557876
2011-03-10 00:00:00,0.14006373371999295
2011-03-11 00:00:00,0.15460934283743333
2011-03-14 00:00:00,0.15702377093326883
2011-03-15 00:00:00,0.1562285232776428
2011-03-16 00:00:00,0.1597934042051599
2011-03-17 00:00:00,0.1704530346102235
2011-03-18 00:00:00,0.17688937478185626
2011-03-21 00:00:00,0.17715802949743925
2011-03-22 00:00:00,0.1875525874311874
2011-03-23 00:00:00,0.17459530690904296
2011-03-24 00:00:00,0.17379415418759617
2011-03-25 00:00:00,0.17722547201203948
2011-03-28 00:00:00,0.17329480395536284
2011-03-29 00:00:00,0.1718263814828654
2011-03-30 00:00:00,0.16252267399364728
2011-03-31 00:00:00,0.16398531096343189
2011-04-01 00:00:00,0.15223394149429142
2011-04-04 00:00:00,0.1503265084302858
2011-04-05 00:00:00,0.14704098999535958
2011-04-06 00:00:00,0.14414428417314143
2011-04-07 00:00:00,0.14424581583925236
2011-04-08 00:00:00,0.1259789560978937
2011-04-11 00:00:00,0.12546905392218713
2011-04-12 00:00:00,0.12365998230397403
2011-04-13 00:00:00,0.11898779676112645
